transaction_id,fecha,anio,mes,nombre_mes,empresa,cliente_proveedor,categoria,subcategoria,tipo_movimiento,importe_limpio,moneda,canal_pago,estado,centro_coste,descripcion,referencia_externa,pais
TRX-100233,2025-04-22,2025,4,Abril,Atlantic Holdings SL,Hermanos Almagro S.Com.,Marketing,Eventos,Gasto,2413.7,EUR,SEPA,Rechazado,TI,E embargo zona consecuencia queda.,REF-22924,Francia
TRX-100234,2024-07-27,2024,7,Julio,Atlantic Holdings SL,Manufacturas ZUKW S.L.,Logística,Almacenaje,Gasto,1077.2,EUR,SEPA,Pendiente,Dirección,Dicen luego año aún manera ve quedó marcha nombre da.,REF-29126,España
TRX-100235,2025-08-16,2025,8,Agosto,Atlantic Holdings SL,Construcción Castellana S.Com.,Financiación,Comisiones,Gasto,5880.41,EUR,Efectivo,Pagado,RRHH,Prueba casi creo población tierra pocos cantidad nuestro sus partido.,REF-42208,España
TRX-100236,2026-02-20,2026,2,Febrero,Cresta Partners SA,Compañía Sáenz & Asociados S.Com.,Suministros,Tecnología,Gasto,2933.93,EUR,Paypal,Pagado,Dirección,Aquellos vio nombre dónde obras acción ningún ciudad.,REF-56160,España
TRX-100237,2024-07-07,2024,7,Julio,Andes Investments SL,Hermanos Sabater S.Coop.,Financiación,Intereses,Ingreso,5596.67,EUR,Transferencia,Rechazado,Dirección,Democracia manuel debe diario gran existencia pasó.,REF-16358,Portugal
TRX-100238,2025-10-07,2025,10,Octubre,Iberia Finance SL,Gordillo y Barrera S.L.L.,Impuestos,IVA,Ingreso,3125.21,EUR,Transferencia,Pagado,TI,Capital presente santiago hacía razones nuevos te rodríguez quería carácter.,REF-58916,España
TRX-100239,2025-11-06,2025,11,Noviembre,Iberia Finance SL,Consultoría Sanchez S.A.,Otros,Ajustes,Gasto,3193.76,EUR,SEPA,Pagado,Finanzas,Aquellas pasó mucho relaciones vuelve siendo.,REF-79391,Portugal
TRX-100240,2024-01-18,2024,1,Enero,Nordic Capital SA,Infraestructuras Montenegro S.L.N.E,Financiación,Intereses,Gasto,2440.02,EUR,Transferencia,Pagado,Comercial,Tan cuya seguir asunto económica.,REF-35156,España
TRX-100241,2024-09-30,2024,9,Septiembre,Iberia Finance SL,Hnos Capdevila S.Com.,Marketing,Eventos,Gasto,4244.32,EUR,Paypal,Pagado,Comercial,Sol b buscar mundo sino cultural.,REF-39603,España
TRX-100242,2025-10-27,2025,10,Octubre,Iberia Finance SL,Minería Reig y asociados S.Com.,Servicios,Asesoría,Ingreso,3316.59,EUR,Paypal,Pagado,Finanzas,Miguel pronto grupo dio secretario argentina hablar antonio hacerlo.,REF-93459,España
TRX-100243,2025-05-26,2025,5,Mayo,Cresta Partners SA,Comercial del Sur S.L.N.E,Consultoría,Estrategia,Gasto,4031.2,EUR,SEPA,Cancelado,Finanzas,Lo vuelta nivel don siguiente diario según zonas.,REF-79226,Italia
TRX-100244,2025-12-09,2025,12,Diciembre,Atlantic Holdings SL,Inversiones Salazar S.L.,Nómina,Sueldos,Gasto,1227.17,EUR,Transferencia,Pagado,Operaciones,Todavía dado siquiera he bajo suerte construcción peso.,REF-81176,España
TRX-100245,2024-11-18,2024,11,Noviembre,Nordic Capital SA,Barbero & Asociados S.A.,Ventas,Venta producto,Ingreso,5693.07,EUR,Bizum,Pendiente,Finanzas,Dio libros pública apoyo cuenta militares punto vez ya.,REF-49226,España
TRX-100246,2025-02-02,2025,2,Febrero,Grupo Meridian SA,Hermanos Flor S.C.P,Nómina,Seguridad Social,Gasto,6384.44,EUR,Tarjeta,Pendiente,Dirección,Prensa opinión ayer sin policía podemos nueva comercio respuesta.,REF-20279,España
TRX-100247,2024-04-10,2024,4,Abril,Nordic Capital SA,Ocaña & Asociados S.L.L.,Suministros,Oficina,Gasto,3308.76,USD,Efectivo,Pagado,RRHH,Deja francia verdad saber sea miguel buscar.,REF-88067,España
TRX-100248,2025-10-11,2025,10,Octubre,Grupo Meridian SA,Hotel Ibérica S.C.P,Suministros,Oficina,Gasto,7817.9,EUR,Efectivo,Pagado,TI,Congreso entrar arriba acto soy esto cuenta creación.,REF-66603,España
TRX-100249,2025-01-24,2025,1,Enero,Andes Investments SL,Infraestructuras Inteligentes S.L.,Otros,Regularización,Ingreso,6935.64,EUR,Tarjeta,Pagado,Finanzas,Espacio sabe empresa incluso niño existen suerte.,REF-45123,España
TRX-100250,2025-02-02,2025,2,Febrero,Atlantic Holdings SL,Calatayud y Aguilera S.Coop.,Consultoría,Operaciones,Gasto,4289.53,EUR,Transferencia,Rechazado,TI,Importancia podemos tú tiempos resultados éste pueblo voz.,REF-57175,Portugal
TRX-100251,2024-03-30,2024,3,Marzo,Grupo Meridian SA,Infraestructuras Martín & Asociados S.A.,Servicios,Soporte,Ingreso,5917.16,EUR,SEPA,Pagado,Finanzas,Revolución puerto chile cantidad línea argentina valores.,REF-13442,España
TRX-100252,2025-09-03,2025,9,Septiembre,Grupo Meridian SA,Manolo Jover Riquelme S.Com.,Financiación,Préstamos,Gasto,5176.29,EUR,Paypal,Pagado,Finanzas,B afirmó cámara programa viaje.,REF-83339,Italia
TRX-100253,2025-06-17,2025,6,Junio,Cresta Partners SA,Victoria Palmer Vendrell S.Com.,Nómina,Seguridad Social,Ingreso,1041.05,EUR,Tarjeta,Pagado,Operaciones,Prueba junio mujer país mientras cinco.,REF-74634,España
TRX-100254,2024-10-09,2024,10,Octubre,Atlantic Holdings SL,Manufacturas Borrell S.A.T.,Consultoría,Finanzas,Gasto,2698.42,EUR,Transferencia,Pagado,Comercial,Mayores partir expresión mercado hombres cuanto ocasión.,REF-91924,España
TRX-100255,2025-04-13,2025,4,Abril,Nordic Capital SA,Balduino Belda Sureda S.L.N.E,Otros,Varios,Ingreso,4436.51,EUR,Paypal,Pagado,RRHH,Algo argentina popular barcelona comercio debe flores programa rafael.,REF-59792,Francia
TRX-100256,2024-12-08,2024,12,Diciembre,Cresta Partners SA,Eric Molina Escribano S.L.,Suministros,Tecnología,Gasto,6589.97,GBP,Tarjeta,Pagado,RRHH,Luz diversas seguridad vez julio situación lejos fuentes primer.,REF-36326,España
TRX-100257,2024-11-22,2024,11,Noviembre,Cresta Partners SA,Desarrollo WWWY S.A.,Consultoría,Finanzas,Gasto,1366.82,EUR,Paypal,Cancelado,Comercial,Nuestro policía no varios volvió tener existen formas relación realizar.,REF-52714,España
TRX-100258,2024-04-26,2024,4,Abril,Andes Investments SL,Miguel & Asociados S.A.,Impuestos,Retenciones,Ingreso,1085.04,GBP,Tarjeta,Pagado,RRHH,Izquierda aquí suerte director cabeza fernando especialmente orden voluntad.,REF-13527,Alemania
TRX-100259,2024-08-02,2024,8,Agosto,Atlantic Holdings SL,Manufacturas Trillo S.Com.,Logística,Distribución,Gasto,3027.13,USD,Transferencia,Pendiente,TI,Nunca violencia habla al tarde líder.,REF-98208,España
TRX-100260,2024-09-15,2024,9,Septiembre,Cresta Partners SA,Banca Privada Iberia S.A.,Marketing,Publicidad,Ingreso,817.42,EUR,Paypal,Pagado,RRHH,Pesar pensar sola natural podemos.,REF-72814,España
TRX-100261,2025-12-09,2025,12,Diciembre,Andes Investments SL,Familia Aller S.A.,Financiación,Comisiones,Gasto,2973.85,EUR,Efectivo,Pagado,RRHH,Dado tampoco queda soy cómo.,REF-87833,España
TRX-100262,2026-02-26,2026,2,Febrero,Cresta Partners SA,Hermanos Rivero S.L.,Servicios,Soporte,Ingreso,3752.24,EUR,Tarjeta,Pagado,Finanzas,Todavía teatro hoy s contra escuela unos estos forma dentro.,REF-83822,Alemania
TRX-100263,2026-03-26,2026,3,Marzo,Iberia Finance SL,Infraestructuras Ibérica S.Com.,Impuestos,Retenciones,Gasto,1823.53,EUR,Efectivo,Pagado,Dirección,Equipo son necesidad parece corte mercado que américa.,REF-77999,España
TRX-100264,2025-04-01,2025,4,Abril,Grupo Meridian SA,Transportes XO S.A.,Otros,Varios,Gasto,3015.76,EUR,Bizum,Pagado,RRHH,López encuentro cara perdido muerte.,REF-29758,España
TRX-100265,2024-04-17,2024,4,Abril,Grupo Meridian SA,Familia Díaz S.L.N.E,Ventas,Venta servicio,Gasto,4944.09,USD,Transferencia,Pagado,Dirección,Total existen ir mayor ocasión recuerdo del.,REF-28569,España
TRX-100266,2026-03-14,2026,3,Marzo,Andes Investments SL,Distribuciones Mulet S.Com.,Suministros,Tecnología,Ingreso,2330.82,EUR,Paypal,Pagado,Dirección,Club siglo conocimiento policía programa estos ciento cara g.,REF-69303,España
TRX-100267,2026-04-09,2026,4,Abril,Iberia Finance SL,Nereida Robles Diaz S.A.,Marketing,Publicidad,Ingreso,1996.09,USD,Bizum,Pagado,Comercial,Máximo exterior estado ii educación.,REF-41970,España
TRX-100268,2024-12-04,2024,12,Diciembre,Grupo Meridian SA,Gerardo Pino Palmer S.Coop.,Financiación,Préstamos,Gasto,2945.69,EUR,Paypal,Pagado,Comercial,Educación necesario mucha primeros parte bastante.,REF-93948,España
TRX-100269,2026-01-25,2026,1,Enero,Grupo Meridian SA,Grupo Neira S.Coop.,Impuestos,IVA,Ingreso,1717.09,EUR,Paypal,Pagado,Comercial,Sido pocos relación van poner buen fútbol mar rafael han sangre.,REF-36972,España
TRX-100270,2024-04-14,2024,4,Abril,Atlantic Holdings SL,Tecnologías Valcárcel S.L.N.E,Servicios,Asesoría,Ingreso,7532.9,EUR,Paypal,Pagado,Dirección,D semana mercado alguna sociales.,REF-74157,España
TRX-100271,2025-02-01,2025,2,Febrero,Andes Investments SL,Quintana y Gutierrez S.A.,Suministros,Energía,Gasto,3174.42,EUR,Efectivo,Pendiente,RRHH,Creación datos asunto deben les serie resulta antes demás.,REF-32613,Francia
TRX-100272,2025-08-27,2025,8,Agosto,Cresta Partners SA,Familia Mayo S.L.N.E,Marketing,Contenido,Ingreso,2110.87,EUR,Transferencia,Pagado,Finanzas,Agua américa suficiente dios han horas ninguna derechos quizá pronto.,REF-33992,España
TRX-100273,2025-02-01,2025,2,Febrero,Andes Investments SL,Santamaria & Asociados S.A.,Consultoría,Operaciones,Gasto,3478.08,EUR,Paypal,Pagado,TI,Que igual económico felipe hacen puerta forma.,REF-93296,España
TRX-100274,2024-06-19,2024,6,Junio,Atlantic Holdings SL,Transportes Checa S.L.L.,Consultoría,Operaciones,Gasto,2937.39,EUR,Efectivo,Pendiente,RRHH,Forma mesa he precios tema cara práctica región.,REF-17026,Francia
TRX-100275,2024-05-19,2024,5,Mayo,Grupo Meridian SA,Soluciones WR S.Coop.,Ventas,Venta servicio,Ingreso,2770.67,GBP,SEPA,Pagado,TI,Cara izquierda estamos pablo en estructura allá haya demasiado.,REF-99744,España
TRX-100276,2024-06-20,2024,6,Junio,Andes Investments SL,Farmaceútica Castellanos S.A.,Logística,Almacenaje,Ingreso,2330.49,EUR,Tarjeta,Pagado,Operaciones,Teatro varios razones capital color autoridades final hijo programa cuanto.,REF-39470,España
TRX-100277,2025-08-02,2025,8,Agosto,Andes Investments SL,Desarrollo Rey S.Coop.,Consultoría,Finanzas,Gasto,2270.25,EUR,SEPA,Pagado,RRHH,Dicho habrá oro momentos etapa mismos punto elementos cabeza internacional.,REF-58085,España
TRX-100278,2025-03-27,2025,3,Marzo,Grupo Meridian SA,Farmaceútica Vara S.Coop.,Ventas,Suscripción,Ingreso,1243.79,EUR,Bizum,Pendiente,Operaciones,Seguro pequeño cuales b semanas seguro pie aparece.,REF-14224,España
TRX-100279,2025-03-25,2025,3,Marzo,Nordic Capital SA,Suministros Alberto & Asociados S.A.,Suministros,Oficina,Ingreso,5912.78,EUR,Bizum,Pagado,Operaciones,Sólo hay público memoria j hechos.,REF-89988,España
TRX-100280,2024-05-22,2024,5,Mayo,Nordic Capital SA,Comercial Marquez S.A.D,Consultoría,Operaciones,Ingreso,4152.42,EUR,SEPA,Pagado,Operaciones,Este cuba antes dolor modelo entrar médico importancia mano programas.,REF-88231,España
TRX-100281,2024-10-26,2024,10,Octubre,Andes Investments SL,Comercial Pizarro y asociados S.Com.,Suministros,Energía,Gasto,3651.21,EUR,SEPA,Cancelado,Dirección,Peor sólo miedo ello dolor oro paz ley.,REF-22481,España
TRX-100282,2024-10-10,2024,10,Octubre,Cresta Partners SA,Ferrándiz & Asociados S.Com.,Impuestos,IVA,Ingreso,2913.07,USD,Tarjeta,Pagado,Operaciones,J e imposible campaña algo dos.,REF-42447,Portugal
TRX-100283,2024-05-25,2024,5,Mayo,Cresta Partners SA,Infraestructuras Castillo & Asociados S.Coop.,Impuestos,Retenciones,Gasto,1805.76,EUR,Paypal,Pagado,Finanzas,Y uso pone son propuesta rey lejos.,REF-62802,España
TRX-100284,2025-01-12,2025,1,Enero,Grupo Meridian SA,Transportes Palma & Asociados S.L.,Marketing,Contenido,Gasto,2040.58,EUR,Transferencia,Pendiente,Dirección,Crisis constitución políticos llegado medio ministerio minutos puesto.,REF-22208,Portugal
TRX-100285,2025-11-11,2025,11,Noviembre,Iberia Finance SL,Manufacturas Internacionales S.Com.,Logística,Distribución,Gasto,1327.6,EUR,Paypal,Pagado,TI,Suficiente secretario hacía importancia llevar suelo.,REF-37767,España
TRX-100286,2024-12-11,2024,12,Diciembre,Andes Investments SL,Minería MHV S.A.U,Suministros,Tecnología,Ingreso,2178.29,USD,Efectivo,Rechazado,Finanzas,Acto semana profesional deseo hubiera.,REF-16021,España
TRX-100287,2024-05-07,2024,5,Mayo,Grupo Meridian SA,Banca Privada Villanueva y asociados S.Coop.,Logística,Transporte,Ingreso,1666.94,EUR,Paypal,Pagado,Dirección,Medida había pp será ésta siguientes ver instituto pasar los.,REF-27290,Italia
TRX-100288,2024-10-07,2024,10,Octubre,Cresta Partners SA,Fábrica GLJR S.A.D,Marketing,Publicidad,Ingreso,6748.15,EUR,Transferencia,Pagado,Dirección,Autor visita sean casi etc mayoría durante han producto.,REF-31695,España
TRX-100289,2025-12-17,2025,12,Diciembre,Grupo Meridian SA,Hotel VXV S.Com.,Marketing,Contenido,Ingreso,4783.14,EUR,Bizum,Pagado,Comercial,Plaza presente república secretario estuvo plan habrá ahora.,REF-72496,España
TRX-100290,2025-06-15,2025,6,Junio,Iberia Finance SL,Instalaciones PENW S.Com.,Otros,Varios,Gasto,3244.3,EUR,Efectivo,Pendiente,TI,Soy época pues niños conciencia.,REF-27324,España
TRX-100291,2024-04-01,2024,4,Abril,Iberia Finance SL,Despacho Martí y asociados S.L.N.E,Nómina,Bonos,Ingreso,1914.49,EUR,Efectivo,Pagado,Comercial,Allá voy ayer y.,REF-94092,Alemania
TRX-100292,2025-06-27,2025,6,Junio,Andes Investments SL,Blázquez y Mayol S.A.T.,Consultoría,Estrategia,Ingreso,1714.9,EUR,Paypal,Pagado,Comercial,Bajo victoria ocasión otras tras francisco través presidente.,REF-92323,Portugal
TRX-100293,2025-12-04,2025,12,Diciembre,Nordic Capital SA,DESCONOCIDO,Impuestos,Sociedades,Gasto,2817.02,EUR,Transferencia,Pagado,Finanzas,Obra cuatro salir marzo persona.,REF-87276,Portugal
TRX-100294,2024-11-18,2024,11,Noviembre,Nordic Capital SA,Construcción Inteligentes S.Coop.,Suministros,Tecnología,Ingreso,4880.24,EUR,Transferencia,Pagado,RRHH,Algún interés alta largo experiencia garcía.,REF-88644,Portugal
TRX-100295,2024-01-28,2024,1,Enero,Nordic Capital SA,Molina y asociados S.A.,Marketing,Contenido,Gasto,1349.54,EUR,SEPA,Pagado,TI,Padre países carta cultura prueba hombre conocimiento sectores.,REF-48737,España
TRX-100296,2025-01-30,2025,1,Enero,Nordic Capital SA,Victor Manuel Palmer Mayoral S.Coop.,Nómina,Bonos,Ingreso,4125.7,EUR,SEPA,Pagado,Finanzas,Tienen importantes consumo puso madrid.,REF-57329,Italia
TRX-100297,2025-08-05,2025,8,Agosto,Atlantic Holdings SL,Infraestructuras Española S.L.,Consultoría,Finanzas,Gasto,2173.08,EUR,Tarjeta,Pendiente,Finanzas,París blanco habla dejar.,REF-12187,España
TRX-100298,2024-08-08,2024,8,Agosto,Iberia Finance SL,Banco Integrales S.Coop.,Ventas,Venta servicio,Ingreso,2389.14,GBP,Paypal,Pagado,Dirección,Mes características condiciones posible psoe conocimiento cabeza bueno cabo servicio.,REF-75673,Portugal
TRX-100299,2025-02-15,2025,2,Febrero,Cresta Partners SA,Grupo Daza S.L.,Impuestos,Sociedades,Ingreso,3196.31,EUR,SEPA,Pagado,Finanzas,Medida cual siguientes amigos arriba estructura.,REF-50620,España
TRX-100300,2025-07-03,2025,7,Julio,Grupo Meridian SA,Plinio Arjona Gilabert S.L.,Nómina,Sueldos,Gasto,1950.39,EUR,Bizum,Pagado,Finanzas,Ni único fue agua primeras creo futuro.,REF-50654,España
TRX-100301,2024-09-07,2024,9,Septiembre,Grupo Meridian SA,Socorro Artigas Ariño S.L.U.,Nómina,Sueldos,Ingreso,2743.7,EUR,SEPA,Pagado,Operaciones,Estado generales lleva nosotros médico dejar habría sabe.,REF-97304,Portugal
TRX-100302,2024-01-13,2024,1,Enero,Cresta Partners SA,Pavón y Bermejo S.Coop.,Consultoría,Estrategia,Ingreso,1860.58,EUR,Paypal,Cancelado,RRHH,Aquellas horas camino vuelta internacional volver mucha a.,REF-77793,Portugal
TRX-100303,2025-01-15,2025,1,Enero,Cresta Partners SA,Supermercados Daza S.A.T.,Marketing,Publicidad,Ingreso,2269.0,EUR,Efectivo,Pendiente,Finanzas,Sangre bajo ciudad tengo región les realidad local cuarto resultados.,REF-13847,España
TRX-100304,2025-06-20,2025,6,Junio,Atlantic Holdings SL,Alejandra Galvez Cuéllar S.L.,Impuestos,Retenciones,Ingreso,4514.92,EUR,SEPA,Pagado,TI,Más había pedro va pueda son miguel yo.,REF-69663,España
TRX-100305,2025-08-03,2025,8,Agosto,Atlantic Holdings SL,Farmaceútica Villanueva y asociados S.Coop.,Ventas,Venta servicio,Ingreso,3281.15,EUR,Transferencia,Rechazado,Dirección,Oficial sectores fernando informe encuentran habían teatro aquellos resultados hizo.,REF-25117,España
TRX-100306,2024-02-15,2024,2,Febrero,Nordic Capital SA,Clavero y Espada S.L.,Financiación,Préstamos,Ingreso,4506.58,EUR,Efectivo,Pagado,Comercial,Nombre éxito programa miembros principal proceso hubiera nada ello intereses.,REF-33456,Italia
TRX-100307,2026-04-02,2026,4,Abril,Nordic Capital SA,Conde y Bárcena S.A.,Ventas,Suscripción,Gasto,2157.78,EUR,Paypal,Rechazado,Operaciones,Cantidad marco tenido llevar sí amigos rodríguez resultado la pone viene.,REF-45554,Francia
TRX-100308,2024-05-02,2024,5,Mayo,Nordic Capital SA,Yuste y Rivero S.Com.,Otros,Ajustes,Ingreso,4140.69,EUR,SEPA,Cancelado,TI,Ve empresas diversos resultados llega.,REF-19034,Francia
TRX-100309,2024-12-01,2024,12,Diciembre,Andes Investments SL,Cabañas y asociados S.A.,Marketing,Eventos,Ingreso,1147.28,EUR,Efectivo,Pagado,RRHH,Vino debía hace domingo conjunto problemas y miedo los.,REF-49834,Portugal
TRX-100310,2025-01-12,2025,1,Enero,Nordic Capital SA,Alimentación IJQ S.Com.,Nómina,Bonos,Gasto,3195.59,EUR,SEPA,Pendiente,Comercial,Ir demasiado información menor garcía p.,REF-29735,España
TRX-100311,2024-08-26,2024,8,Agosto,Cresta Partners SA,Frías y Reyes S.Coop.,Impuestos,IVA,Gasto,4275.88,USD,Transferencia,Cancelado,Finanzas,Resultados único voy último partir internacional ejército estructura ciencia amigos.,REF-96154,España
TRX-100312,2024-07-29,2024,7,Julio,Grupo Meridian SA,Supermercados Iberia S.A.,Marketing,Publicidad,Ingreso,1119.11,EUR,Transferencia,Cancelado,Comercial,Estoy español causa ve cambios va buscar y tanto decir.,REF-46677,España
TRX-100313,2025-02-26,2025,2,Febrero,Grupo Meridian SA,Borja y Baró S.C.P,Nómina,Seguridad Social,Gasto,2171.55,GBP,Transferencia,Pagado,RRHH,Otros esta campo líder cuyo políticos espera rey.,REF-27499,España
TRX-100314,2025-08-29,2025,8,Agosto,Grupo Meridian SA,Transportes Saavedra S.A.,Impuestos,IVA,Ingreso,3194.45,EUR,Tarjeta,Pagado,Operaciones,María ya favor justicia sentido embargo todo estar de pasado.,REF-51288,Italia
TRX-100315,2026-01-23,2026,1,Enero,Atlantic Holdings SL,Servicios Osuna y asociados S.Com.,Impuestos,Sociedades,Gasto,5058.2,EUR,Tarjeta,Pagado,Comercial,Dólares efectos bien tanto verdad título.,REF-27840,Portugal
TRX-100316,2024-06-08,2024,6,Junio,Nordic Capital SA,Olivera y asociados S.A.T.,Otros,Varios,Ingreso,2268.84,EUR,Efectivo,Pagado,RRHH,Ninguna minutos en pueden control estudios.,REF-56961,Alemania
TRX-100317,2024-11-11,2024,11,Noviembre,Atlantic Holdings SL,Manufacturas Caro y asociados S.L.N.E,Nómina,Bonos,Gasto,4060.96,USD,Transferencia,Pagado,Dirección,Cuerpo paz sabe atención unas buena características argentina aun pregunta.,REF-49874,Francia
TRX-100318,2024-08-08,2024,8,Agosto,Nordic Capital SA,Demetrio Jordá Bauzà S.Com.,Otros,Varios,Gasto,6101.05,EUR,Tarjeta,Cancelado,TI,Existen proceso mal club justicia del octubre.,REF-77300,España
TRX-100319,2026-04-19,2026,4,Abril,Iberia Finance SL,Instalaciones Española S.Com.,Marketing,Eventos,Ingreso,4153.44,GBP,Paypal,Pagado,RRHH,Vida reforma nuestros libro vio siglo encuentran hechos.,REF-42748,España
TRX-100320,2024-05-04,2024,5,Mayo,Iberia Finance SL,Transportes Ibérica S.A.U,Servicios,Soporte,Ingreso,2797.73,USD,Tarjeta,Pagado,TI,Tribunal agua ello cuerpo secretario tal forma.,REF-58790,España
TRX-100321,2025-08-23,2025,8,Agosto,Iberia Finance SL,Transportes ASXS S.Com.,Servicios,Asesoría,Gasto,3760.62,EUR,Transferencia,Pagado,Dirección,Siguiente hospital presenta dolor investigación líder profesional problema.,REF-68121,Francia
TRX-100322,2024-05-05,2024,5,Mayo,Grupo Meridian SA,Desarrollo Castellana S.Coop.,Servicios,Mantenimiento,Ingreso,2233.34,EUR,SEPA,Pagado,Dirección,Estaban encuentra carácter dinero radio pueden larga derecha movimiento.,REF-61773,España
TRX-100323,2025-03-12,2025,3,Marzo,Atlantic Holdings SL,Familia Galvez S.Com.,Impuestos,Sociedades,Ingreso,3259.74,EUR,Tarjeta,Pagado,TI,Paso decía carlos pasa allí.,REF-29481,España
TRX-100324,2024-09-08,2024,9,Septiembre,Grupo Meridian SA,Emperatriz Novoa Paz S.A.,Otros,Regularización,Gasto,2870.09,EUR,SEPA,Pagado,Finanzas,Fuera habrá amor salida problema fueron millones fuentes desarrollo.,REF-46670,España
TRX-100325,2025-10-20,2025,10,Octubre,Cresta Partners SA,Inmobiliaria CS S.A.,Impuestos,IVA,Ingreso,3699.08,GBP,SEPA,Pendiente,TI,Pronto del libertad hombre aparece blanco.,REF-57069,España
TRX-100326,2025-08-02,2025,8,Agosto,Grupo Meridian SA,Torrecilla y asociados S.C.P,Logística,Almacenaje,Gasto,2493.2,EUR,Transferencia,Pagado,Comercial,Hasta según tenía acuerdo madre fútbol gran mayores carlos total.,REF-13840,Italia
TRX-100327,2026-04-08,2026,4,Abril,Andes Investments SL,Minería Aller y asociados S.A.,Marketing,Publicidad,Gasto,3803.78,EUR,SEPA,Cancelado,Comercial,Dentro fuentes suelo pueden libros igual plaza necesario estructura dicen.,REF-23124,España
TRX-100328,2025-06-30,2025,6,Junio,Nordic Capital SA,Macías y Silva S.L.,Nómina,Bonos,Ingreso,2480.45,EUR,Paypal,Pagado,Comercial,Dolor pensar propuesta libertad p producción.,REF-33081,España
TRX-100329,2025-12-15,2025,12,Diciembre,Andes Investments SL,Compañía RQ S.L.,Suministros,Energía,Gasto,4760.41,EUR,Bizum,Pagado,RRHH,Conocer antonio mucha práctica diversos actitud políticos.,REF-83873,España
TRX-100330,2025-07-09,2025,7,Julio,Nordic Capital SA,Severiano Diego Espejo S.L.L.,Nómina,Bonos,Gasto,2615.57,EUR,Transferencia,Pagado,RRHH,Fernando pocos concepto i otros aquí.,REF-38679,España
TRX-100331,2024-12-05,2024,12,Diciembre,Nordic Capital SA,Construcción WY S.A.,Logística,Transporte,Ingreso,837.12,EUR,Tarjeta,Rechazado,Operaciones,Pública n estado secretario otra reforma ex proceso.,REF-17806,España
TRX-100332,2024-05-25,2024,5,Mayo,Andes Investments SL,Supermercados Cases & Asociados S.Coop.,Otros,Regularización,Ingreso,1746.97,USD,Transferencia,Pagado,Dirección,Me medidas oro voz nuevos hicieron.,REF-61851,España
TRX-100333,2024-11-26,2024,11,Noviembre,Nordic Capital SA,Supermercados Cepeda & Asociados S.Coop.,Suministros,Tecnología,Ingreso,3146.74,EUR,Paypal,Pendiente,TI,Blanco ayuda manuel recursos buenos propio esas televisión película.,REF-95089,España
TRX-100334,2025-09-20,2025,9,Septiembre,Nordic Capital SA,Mario Paz Revilla S.C.P,Financiación,Comisiones,Gasto,6719.03,EUR,Tarjeta,Pagado,Dirección,Las recursos acerca pues unidos presente crecimiento.,REF-48602,España
TRX-100335,2025-08-09,2025,8,Agosto,Andes Investments SL,Marisol Tejada Marí S.A.,Ventas,Suscripción,Gasto,4670.92,EUR,SEPA,Pagado,RRHH,Tenían rey europea hacen social contenido anterior cuerpo ocho.,REF-38953,España
TRX-100336,2024-05-24,2024,5,Mayo,Cresta Partners SA,Pineda y Giménez S.C.P,Servicios,Mantenimiento,Gasto,725.28,EUR,Efectivo,Cancelado,Comercial,Hubo mundial felipe decía acciones mañana haciendo apenas siglo.,REF-93386,Italia
TRX-100337,2025-11-17,2025,11,Noviembre,Grupo Meridian SA,Comercializadora Iberia S.A.,Servicios,Asesoría,Gasto,1276.36,EUR,Tarjeta,Pagado,Finanzas,Oficial secretario mañana natural he.,REF-55938,España
TRX-100338,2024-01-02,2024,1,Enero,Grupo Meridian SA,Grupo Ayala S.L.N.E,Servicios,Asesoría,Ingreso,5373.52,EUR,Paypal,Cancelado,TI,Fin antes siglo ocho.,REF-74629,Italia
TRX-100339,2025-01-19,2025,1,Enero,Grupo Meridian SA,Grupo Bosch S.A.,Suministros,Energía,Ingreso,4264.21,EUR,SEPA,Pagado,Dirección,Habían ambos memoria organización amor ve sobre aunque dejó.,REF-39567,España
TRX-100340,2024-10-28,2024,10,Octubre,Atlantic Holdings SL,Comercial Larrea S.L.,Servicios,Soporte,Ingreso,8465.87,EUR,Transferencia,Pagado,Comercial,Ministerio frente cama cuerpo ningún.,REF-59212,España
TRX-100341,2024-04-05,2024,4,Abril,Andes Investments SL,Familia Ibarra S.Com.,Servicios,Asesoría,Gasto,2427.19,GBP,Paypal,Pagado,TI,Gente afirmó dentro campaña sí iglesia haber razón rosa.,REF-95673,España
TRX-100342,2024-02-24,2024,2,Febrero,Atlantic Holdings SL,Cuadrado & Asociados S.L.,Impuestos,IVA,Ingreso,1927.98,EUR,Tarjeta,Pagado,RRHH,Políticos último silencio dentro mucha oposición usted poco lleva voz.,REF-80795,España
TRX-100343,2024-08-31,2024,8,Agosto,Iberia Finance SL,Inmobiliaria Carretero S.Com.,Marketing,Eventos,Ingreso,3234.61,EUR,SEPA,Pendiente,Comercial,Se también nuestras hacía especialmente amor día.,REF-17144,España
TRX-100344,2024-10-28,2024,10,Octubre,Nordic Capital SA,Transportes Bravo S.L.,Impuestos,IVA,Gasto,2402.07,EUR,Tarjeta,Pagado,Operaciones,Precios n hubo todos encuentro habrá enero primera.,REF-20739,España
TRX-100345,2026-03-14,2026,3,Marzo,Grupo Meridian SA,Logística del Levante S.L.L.,Servicios,Mantenimiento,Gasto,5128.76,EUR,Bizum,Pagado,Dirección,Conocimiento como calle éxito obra son santa estudios ministerio.,REF-81319,España
